MP1111K00249164,한일정수기,29521327,1,서울특별시,노원구,상계동,1150,1135010500,11350665,921001060,도매/소매/서비스;판매업;가정용품판매업,,,960507,1964809,0,Y,N,2012-04-12 9:34
MP1111K00249165,롯데캐논강서점,226321555,1,서울특별시,영등포구,당산동,Feb-30,1156011700,11560560,952055100,산업/농축수산/임광업;제조업;컴퓨터/사무분야,,,946851,1949357,0,Y,N,2012-04-12 9:34
MP1111K00249166,신촌용달,23330224,1,서울특별시,마포구,구수동,57,1144011300,11440630,953201240,산업/농축수산/임광업;운송업;화물운송업,,,949885,1949831,0,Y,N,2012-04-12 9:34
MP1111K00249167,휴먼시아입주자대표회의,28551652,1,서울특별시,관악구,신림동,1735-2,1162010200,11620715,203202000,건물;아파트내 시설;관리사무소,,,948574,1940330,0,Y,N,2012-04-12 9:34
MP1111K00249168,해물촌,29981212,1,서울특별시,도봉구,창동,05월 21일,1132010700,11320514,851102000,한식/중식/일식;전통음식;한식 일반,,,960208,1961543,0,Y,N,2012-04-12 9:34
MP1111K00249169,공신지물,25348168,1,서울특별시,동작구,사당동,168-64,1159010700,11590640,703301000,쇼핑/여가/가정;인테리어;인테리어 일반,,,953328,1943433,0,Y,N,2012-04-12 9:34
MP1111K00249170,김보경이노센트웨딩,25141094,1,서울특별시,강남구,논현동,102-23,1168010800,11680531,952055020,산업/농축수산/임광업;제조업;의류/스포츠,,,959357,1946812,0,Y,N,2012-04-12 9:34
MP1111K00249171,서울퀵서비스,226936552,1,서울특별시,양천구,신정동,937-18,1147010100,11470650,783102000,생활/편의;택배-퀵;퀵 일반,,,942613,1947681,0,Y,N,2012-04-12 9:34
MP1111K00249172,태림임업사,29553559,1,서울특별시,도봉구,창동,808,1132010700,11320514,929101000,도매/소매/서비스;도소매;도소매 기타,,,960143,1962069,0,Y,N,2012-04-12 9:34
MP1111K00249173,인슈빌에이알시보험,222798910,1,서울특별시,종로구,신문로1가,134,1111012000,11110530,742601000,금융/보험;기타보험;기타보험,,,953668,1952409,0,Y,N,2012-04-12 9:34
MP1111K00249174,개별화물,29312482,1,서울특별시,노원구,상계동,685,1135010500,11350710,953201240,산업/농축수산/임광업;운송업;화물운송업,,,961584,1962693,0,Y,N,2012-04-12 9:34
MP1111K00249175,청룡퀵서비스,28304567,1,서울특별시,금천구,독산동,1012-12,1154510200,11545640,783102000,생활/편의;택배-퀵;퀵 일반,,,946823,1941194,0,Y,N,2012-04-12 9:34
MP1111K00249176,세종플라자관리사무소,24415186,1,서울특별시,강동구,명일동,Jan-47,1174010100,11740540,921201140,도매/소매/서비스;서비스업;부동산업,,,969486,1950592,0,Y,N,2012-04-12 9:34
MP1111K00249177,온수퀵로지스,226837788,1,서울특별시,구로구,온수동,Dec-67,1153011000,11530790,783101000,생활/편의;택배-퀵;택배 일반,,,939794,1943969,0,Y,N,2012-04-12 9:34
MP1111K00249178,청량리모범사무실,222163231,1,서울특별시,동대문구,이문동,218-38,1123011000,11230750,325101000,정치/사회기관;사회;사회단체,,,961760,1956230,0,Y,N,2012-04-12 9:34
MP1111K00249179,한국마사회숭인지점,260065400,1,서울특별시,종로구,숭인동,201,1111017500,11110710,522301000,레저/스포츠;레저/스포츠기타;레저/스포츠기타,,,957602,1952805,0,Y,N,2012-04-12 9:34
MP1111K00249180,대해상사,29935025,1,서울특별시,강북구,수유동,395-29,1130510300,11305660,952055200,산업/농축수산/임광업;제조업;기타특수목적,,,957379,1959956,0,Y,N,2012-04-12 9:34
MP1111K00249181,올림픽선수기자촌아파트입주자대표회의,24011921,1,서울특별시,송파구,방이동,89,1171011100,11710566,203202000,건물;아파트내 시설;관리사무소,,,967842,1946575,0,Y,N,2012-04-12 9:34
MP1111K00249182,지앤아이테크,222335665,1,서울특별시,중구,신당동,102-2,1114016200,11140650,929101000,도매/소매/서비스;도소매;도소매 기타,,,957291,1951723,0,Y,N,2012-04-12 9:34
MP1111K00249183,임광아파트관리소1차2차,25872322,1,서울특별시,서초구,방배동,1015,1165010100,11650620,203202000,건물;아파트내 시설;관리사무소,,,956012,1942102,0,Y,N,2012-04-12 9:34
MP1111K00249184,리얼팜케이,23639779,1,서울특별시,서대문구,합동,170,1141010300,11410565,921201140,도매/소매/서비스;서비스업;부동산업,,,956876,1943643,0,Y,N,2012-04-12 9:34
MP1111K00249185,비겐의료기강북지사,23940675,1,서울특별시,은평구,신사동,21-20,1138010900,11380631,534401000,의료/건강;의료/건강기타;의료/건강기타,,,948193,1955593,0,Y,N,2012-04-12 9:34
MP1111K00249186,마더텅,23231820,1,서울특별시,금천구,가산동,481-1114,1154510100,11545510,551204000,교육/예술/종교;방송-언론;출판사,,,945070,1943172,0,Y,N,2012-04-12 9:34
MP1111K00249187,청수돌,24998259,1,서울특별시,동대문구,장안동,315-2,1123010600,11230660,922201020,도매/소매/서비스;보관-처리;폐수하수및분뇨수거처리업,,,962408,1953409,0,Y,N,2012-04-12 9:34
MP1111K00249188,동양식물원,24002207,1,서울특별시,송파구,오금동,97-22,1171011200,11710570,783201000,생활/편의;꽃배달;꽃배달 일반,,,967923,1945436,0,Y,N,2012-04-12 9:34
MP1111K00249189,오류동교회,226110094,1,서울특별시,구로구,오류동,14-26,1153010800,11530770,553101000,교육/예술/종교;기독교계;기독교 일반,,,941743,1944470,0,Y,N,2012-04-12 9:34
MP1111K00249191,포유대리운전,24005082,1,서울특별시,송파구,문정동,Jun-40,1171010800,11710641,952055140,산업/농축수산/임광업;제조업;자동차/교통분야,,,966812,1943260,0,Y,N,2012-04-12 9:34
MP1111K00249192,시네마그래픽,226532235,1,서울특별시,중구,필동1가,03월 06일,1114013700,11140570,952055080,산업/농축수산/임광업;제조업;섬유/산업분야,,,955127,1951530,0,Y,N,2012-04-12 9:34
MP1111K00249193,풍납시티극동아파트입주자대표회의,24734664,1,서울특별시,송파구,풍납동,Mar-90,1171010300,11710510,203202000,건물;아파트내 시설;관리사무소,,,966190,1948921,0,Y,N,2012-04-12 9:34
MP1111K00249194,아샤교육원,25158215,1,서울특별시,강남구,역삼동,641-18,1168010100,11680640,324103000,정치/사회기관;교육;교육기관기타,,,958923,1944934,0,Y,N,2012-04-12 9:34
MP1111K00249195,갈현동건영아파트관리사무소,23566845,1,서울특별시,은평구,갈현동,541-1,1138010400,11380552,203202000,건물;아파트내 시설;관리사무소,,,948239,1958998,0,Y,N,2012-04-12 9:34
MP1111K00249196,중앙감리교회,27239416,1,서울특별시,종로구,인사동,194-4,1111013600,11110615,553101000,교육/예술/종교;기독교계;기독교 일반,,,954559,1952647,0,Y,N,2012-04-12 9:34
MP1111K00249197,한국기구공판장,221571210,1,서울특별시,송파구,문정동,239,1171010800,11710641,952055040,산업/농축수산/임광업;제조업;가정생활용품,,,966839,1942123,0,Y,N,2012-04-12 9:34
MP1111K00249198,대림산업,234829148,1,서울특별시,서초구,서초동,1686-4,1165010800,11650531,953001000,산업/농축수산/임광업;건설업;일반건설업,,,957272,1944251,0,Y,N,2012-04-12 9:34
MP1111K00249199,삼성르노자동차,222634675,1,서울특별시,중구,장충동1가,121,1114014300,11140580,721001000,자동차;영업소;영업소 일반,,,956556,1951130,0,Y,N,2012-04-12 9:34
MP1111K00249200,동양볼트상사,222796016,1,서울특별시,중구,수표동,11월 08일,1114011000,11140550,952055160,산업/농축수산/임광업;제조업;금속/제철,,,954941,1952156,0,Y,N,2012-04-12 9:34
MP1111K00250079,한아름공인중개사,24234400,1,서울특별시,송파구,거여동,258-59,1171011300,11710532,921201140,도매/소매/서비스;서비스업;부동산업,,,968933,1943577,0,Y,N,2012-04-12 9:34
MP1111K00250221,더리버스,24620110,1,서울특별시,광진구,화양동,07월 09일,1121510700,11215710,822204000,음료/주점;주점;칵테일-바,,,961994,1949132,0,Y,N,2012-04-12 9:34
MP1111K00250222,웅진코웨이렌탈,262036987,1,서울특별시,동작구,흑석동,11,1159010500,11590605,703108100,쇼핑/여가/가정;전자제품;웅진코웨이,,,952844,1945441,0,Y,N,2012-04-12 9:34
MP1111K00250223,웅진코웨이렌탈,262053146,1,서울특별시,구로구,신도림동,11,1153010100,11530510,703108100,쇼핑/여가/가정;전자제품;웅진코웨이,,,945255,1945568,0,Y,N,2012-04-12 9:34
MP1111K00250224,웅진코웨이정수기,262053109,1,서울특별시,노원구,하계동,11월 01일,1135010400,11350611,703108100,쇼핑/여가/가정;전자제품;웅진코웨이,,,962660,1960743,0,Y,N,2012-04-12 9:34
MP1111K00250225,워터벡,234739511,1,서울특별시,서초구,서초동,1364-30,1165010800,11650520,953101000,산업/농축수산/임광업;무역업;무역업,,,958491,1943017,0,Y,N,2012-04-12 9:34
MP1111K00250226,이노라이드,29569656,1,서울특별시,도봉구,도봉동,574-23,1132010800,11320521,952055040,산업/농축수산/임광업;제조업;가정생활용품,,,959697,1965136,0,Y,N,2012-04-12 9:34
MP1111K00250227,에이치알비즈코리아,25870503,1,서울특별시,동작구,사당동,1041-14,1159010700,11590620,921201300,도매/소매/서비스;서비스업;인력공급및고용알선업,,,954065,1942150,0,Y,N,2012-04-12 9:34
MP1111K00250228,넥스트유학센터,226469081,1,서울특별시,양천구,목동,408-174,1147010200,11470510,324103000,정치/사회기관;교육;교육기관기타,,,944263,1947443,0,Y,N,2012-04-12 9:34
MP1111K00250229,케이엔엘,25763435,1,서울특별시,서초구,양재동,377-2,1165010200,11650652,954101080,산업/농축수산/임광업;소프트웨어;S/W개발및자료처리업,,,959821,1941488,0,Y,N,2012-04-12 9:34
MP1111K00250230,구어조은닭,232176959,1,서울특별시,서대문구,홍은동,Jan-43,1141011800,11410660,843302000,패스트푸드/제빙과류;치킨;치킨 일반,,,951072,1955129,0,Y,N,2012-04-12 9:34
MP1111K00250090,현대자동차북부트럭지점,234946015,1,서울특별시,도봉구,방학동,708-8,1132010600,11320690,721001000,자동차;영업소;영업소 일반,,,959815,1962756,0,Y,N,2012-04-12 9:34
MP1111K00250095,한국요양보호사교육원,231440713,1,서울특별시,마포구,창전동,302,1144011400,11440655,324103000,정치/사회기관;교육;교육기관기타,,,949669,1949986,0,Y,N,2012-04-12 9:34
MP1111K00250231,모택코리아,234324578,1,서울특별시,송파구,신천동,07월 14일,1171010200,11710710,929101000,도매/소매/서비스;도소매;도소매 기타,,,964855,1946487,0,Y,N,2012-04-12 9:34
MP1111K00250232,신영동물병원,232171081,1,서울특별시,서대문구,홍은동,223-7,1141011800,11410685,533301000,의료/건강;동물병원;동물병원,,,950646,1954854,0,Y,N,2012-04-12 9:34
MP1111K00250233,휴먼바이오텍,24309426,1,서울특별시,송파구,가락동,137-5,1171010700,11710632,929101000,도매/소매/서비스;도소매;도소매 기타,,,967105,1943778,0,Y,N,2012-04-12 9:34
MP1111K00250234,시네마밸리,234537455,1,서울특별시,관악구,남현동,602-10,1162010300,11620630,902001020,공기업/공단/문화산업;영화;영화제작,,,954160,1941770,0,Y,N,2012-04-12 9:34
MP1111K00250235,웅진코웨이정수기,262054514,1,서울특별시,강동구,고덕동,11월 01일,1174010200,11740550,703108100,쇼핑/여가/가정;전자제품;웅진코웨이,,,970372,1952351,0,Y,N,2012-04-12 9:34
MP1111K00250236,청호나이스렌탈,24124764,1,서울특별시,송파구,삼전동,05월 22일,1171010600,11710610,921001060,도매/소매/서비스;판매업;가정용품판매업,,,964028,1945380,0,Y,N,2012-04-12 9:34
MP1111K00250237,쿨세계여행,27774331,1,서울특별시,용산구,동빙고동,839-6,1117013200,11170690,501303000,관광/숙박;관광여행관련;여행사,,,955464,1947788,0,Y,N,2012-04-12 9:34
MP1111K00250238,한샘리빙아뜰리에,226043458,1,서울특별시,양천구,목동,603-2,1147010200,11470530,921001020,도매/소매/서비스;판매업;가구판매업,,,944080,1950208,0,Y,N,2012-04-12 9:34
MP1111K00250239,고로케,232866817,1,서울특별시,금천구,독산동,300-28,1154510200,11545610,929101000,도매/소매/서비스;도소매;도소매 기타,,,946475,1941298,0,Y,N,2012-04-12 9:34
MP1111K00250240,룰랄라닭갈비,23028354,1,서울특별시,서대문구,남가좌동,324-44,1141012000,11410700,856001000,한식/중식/일식;닭요리;닭갈비,,,949158,1953459,0,Y,N,2012-04-12 9:34
MP1111K00250241,크럭스,226679654,1,서울특별시,강서구,등촌동,689,1150010200,11500535,931001000,의류/스포츠판매업;일반의류;일반의류,,,941741,1951384,0,Y,N,2012-04-12 9:34
MP1111K00250242,청운이앤시,234624457,1,서울특별시,광진구,구의동,210-52,1121510300,11215870,929101000,도매/소매/서비스;도소매;도소매 기타,,,963899,1948974,0,Y,N,2012-04-12 9:34
MP1111K00250243,오디오사랑,27124725,1,서울특별시,용산구,원효로2가,03월 04일,1117011300,11170560,954201020,산업/농축수산/임광업;인터넷-통신;인터넷관련사업,,,952780,1948805,0,Y,N,2012-04-12 9:34
MP1111K00250244,누렁이정육점,226089777,1,서울특별시,강서구,화곡동,340-19,1150010300,11500593,921001160,도매/소매/서비스;판매업;농/축/수관련판매업,,,942278,1948404,0,Y,N,2012-04-12 9:34
MP1111K00250245,이도그,24559654,1,서울특별시,광진구,자양동,224-25,1121510500,11215820,929001000,도매/소매/서비스;판매-서비스;판매-서비스 기타,,,962726,1948837,0,Y,N,2012-04-12 9:34
MP1111K00250246,한마음재활의학과의원,234529912,1,서울특별시,강남구,대치동,961,1168010600,11680610,533106000,의료/건강;전문병원;정형외과,,,961031,1944954,0,Y,N,2012-04-12 9:34
MP1111K00250247,발해공작기계,28039002,1,서울특별시,금천구,시흥동,984,1154510300,11545690,929101000,도매/소매/서비스;도소매;도소매 기타,,,947050,1938082,0,Y,N,2012-04-12 9:34
MP1111K00250248,미르에이피엘,222149062,1,서울특별시,동대문구,답십리동,2-43,1123010500,11230610,991001000,기타;;기타 기타,,,961425,1952231,0,Y,N,2012-04-12 9:34
MP1111K00250249,밀란케이주얼리,23341505,1,서울특별시,마포구,망원동,499,1144012300,11440690,954201020,산업/농축수산/임광업;인터넷-통신;인터넷관련사업,,,946868,1950803,0,Y,N,2012-04-12 9:34
MP1111K00250250,21세기부동산,222312255,1,서울특별시,중구,신당동,43-14,1114016200,11140660,921201140,도매/소매/서비스;서비스업;부동산업,,,957560,1951322,0,Y,N,2012-04-12 9:34
MPADM1100000000,서울특별시,,1,서울특별시,중구,태평로1가,31,1114010300,11140550,102101000,자연/지명/단지;특-광역시도;특별시,,,953887,1952015,0,Y,N,2012-04-12 9:34
MP1111K00250251,작은행복법무사무소,25851996,1,서울특별시,서초구,서초동,1557-15,1165010800,11650530,921201200,도매/소매/서비스;서비스업;법무관련서비스업,,,956815,1943657,0,Y,N,2012-04-12 9:34
MP1111K00250252,세명푸드시스템,28525926,1,서울특별시,관악구,신림동,487-7,1162010200,11620685,921001000,도매/소매/서비스;판매업;식품판매업,,,948788,1942829,0,Y,N,2012-04-12 9:34
MP1111K00250253,서울청소년체험센터,226779200,1,서울특별시,영등포구,영등포동7가,57,1156010800,11560535,325101000,정치/사회기관;사회;사회단체,,,947256,1947481,0,Y,N,2012-04-12 9:34
MP1111K00250254,핫트라인아이엔시,236650878,1,서울특별시,강서구,등촌동,684-2,1150010200,11500535,929101000,도매/소매/서비스;도소매;도소매 기타,,,941847,1952151,0,Y,N,2012-04-12 9:34
MP1111K00250255,파텍엔지니어링,29734538,1,서울특별시,중랑구,묵동,169-10,1126010400,11260620,991001000,기타;;기타 기타,,,962654,1957377,0,Y,N,2012-04-12 9:34
MP1111K00250256,다솔이엔시기술,25578088,1,서울특별시,강남구,역삼동,734-7,1168010100,11680650,953001020,산업/농축수산/임광업;건설업;전문건설업(단종건설업),,,959321,1944280,0,Y,N,2012-04-12 9:34
MP1111K00250257,제이원시스템,24493322,1,서울특별시,송파구,가락동,180-6,1171010700,11710632,952055040,산업/농축수산/임광업;제조업;가정생활용품,,,967823,1943799,0,Y,N,2012-04-12 9:34
MP1111K00250258,웅진코웨이,27806871,1,서울특별시,영등포구,여의도동,13-25,1156011000,11560540,703108100,쇼핑/여가/가정;전자제품;웅진코웨이,,,948918,1947909,0,Y,N,2012-04-12 9:34
MP1111K00250259,에버플,28597152,1,서울특별시,금천구,가산동,371-28,1154510100,11545510,954101080,산업/농축수산/임광업;소프트웨어;S/W개발및자료처리업,,,945405,1942473,0,Y,N,2012-04-12 9:34
MP1111K00250261,진흥패션,23850244,1,서울특별시,은평구,신사동,01월 14일,1138010900,11380631,952055020,산업/농축수산/임광업;제조업;의류/스포츠,,,947872,1955828,0,Y,N,2012-04-12 9:34
MP1111K00250262,KTF종로플라자,27259010,1,서울특별시,종로구,서린동,146,1111012300,11110615,703201000,쇼핑/여가/가정;휴대폰;휴대폰대리점 일반,,,954001,1952354,0,Y,N,2012-04-12 9:34
MP1111K00250263,청호나이스렌탈,222326874,1,서울특별시,중구,신당동,80-33,1114016200,11140650,921001060,도매/소매/서비스;판매업;가정용품판매업,,,957749,1951580,0,Y,N,2012-04-12 9:34
MP1111K00250264,민성오에이,25255955,1,서울특별시,서초구,방배동,441-1,1165010100,11650610,921001020,도매/소매/서비스;판매업;가구판매업,,,954220,1942477,0,Y,N,2012-04-12 9:34
MP1111K00250265,루츠돌,27652312,1,서울특별시,구로구,구로동,184,1153010200,11530540,952055040,산업/농축수산/임광업;제조업;가정생활용품,,,946610,1943198,0,Y,N,2012-04-12 9:34
MP1111K00250266,프쉬케로스,25942545,1,서울특별시,강남구,신사동,547-2,1168010700,11680510,953101000,산업/농축수산/임광업;무역업;무역업,,,957829,1947194,0,Y,N,2012-04-12 9:34
MP1111K00250267,위버지니어스학원서초어학원,25331283,1,서울특별시,서초구,반포동,Apr-49,1165010700,11650581,991001000,기타;;기타 기타,,,956705,1944676,0,Y,N,2012-04-12 9:34
MP1111K00250268,대성산업,226786967,1,서울특별시,영등포구,양평동2가,Jan-35,1156012600,11560610,952001100,산업/농축수산/임광업;금속/제철;금속처리업,,,945577,1947560,0,Y,N,2012-04-12 9:34
MP1111K00250269,이노디아,28697451,1,서울특별시,구로구,구로동,186-7,1153010200,11530540,954201020,산업/농축수산/임광업;인터넷-통신;인터넷관련사업,,,946842,1943150,0,Y,N,2012-04-12 9:34
MP1111K00250312,카페마중물,24219888,1,서울특별시,송파구,송파동,87-21,1171010400,11710580,822001000,음료/주점;커피전문점;커피전문점 일반,,,965524,1945178,0,Y,N,2012-04-12 9:34
MP1111K00250313,우리삼성,25141384,1,서울특별시,서초구,잠원동,39-13,1165010600,11650540,921209060,도매/소매/서비스;서비스업;사업관련서비스업-기타,,,957487,1945893,0,Y,N,2012-04-12 9:34
MP1111K00250314,주공아파트관리사무소,24771056,1,서울특별시,강동구,둔촌동,172-4,1174010600,11740690,203202000,건물;아파트내 시설;관리사무소,,,967863,1947199,0,Y,N,2012-04-12 9:34
MP1111K00250315,열쇠박사,262676554,1,서울특별시,서초구,서초동,990,1165010800,11650530,784303000,생활/편의;전기철물-수리;열쇠-구두,,,957018,1943949,0,Y,N,2012-04-12 9:34
MP1111K00250316,유벤지정보통신,220681840,1,서울특별시,영등포구,당산동6가,297,1156011600,11560560,921201500,도매/소매/서비스;서비스업;통신관련서비스업,,,947264,1948541,0,Y,N,2012-04-12 9:34
MP1111K00250317,한미인베스트먼트대부,222472301,1,서울특별시,영등포구,여의도동,44-33,1156011000,11560540,742501000,금융/보험;기타금융;기타금융,,,949676,1946848,0,Y,N,2012-04-12 9:34
MP1111K00250318,안동찜닭전문,269252992,1,서울특별시,강남구,역삼동,676,1168010100,11680640,856002000,한식/중식/일식;닭요리;찜닭,,,959473,1944983,0,Y,N,2012-04-12 9:34
MP1111K00250319,도전하는사람들,28513346,1,서울특별시,구로구,구로동,222-14,1153010200,11530540,954101080,산업/농축수산/임광업;소프트웨어;S/W개발및자료처리업,,,946546,1942610,0,Y,N,2012-04-12 9:34
MP1111K00250320,에스엘포디,23255004,1,서울특별시,마포구,성산동,208-9,1144012500,11440720,953001020,산업/농축수산/임광업;건설업;전문건설업(단종건설업),,,948425,1951472,0,Y,N,2012-04-12 9:34
MP1111K00250146,엘에스네크웍스바이클로목동점,226432121,1,서울특별시,양천구,목동,909-4,1147010200,11470550,931001000,의류/스포츠판매업;일반의류;일반의류,,,945644,1948884,0,Y,N,2012-04-12 9:34
MP1111K00250147,맥스푸드,222978531,1,서울특별시,성동구,마장동,503-2,1120010500,11200540,929101000,도매/소매/서비스;도소매;도소매 기타,,,959341,1952507,0,Y,N,2012-04-12 9:34
MP1111K00250148,한울공인중개사,24070804,1,서울특별시,송파구,거여동,Feb-32,1171011300,11710532,921201140,도매/소매/서비스;서비스업;부동산업,,,968895,1943780,0,Y,N,2012-04-12 9:34
MP1111K00250281,지당한의원,29832223,1,서울특별시,강북구,미아동,837,1130510100,11305575,534101000,의료/건강;한의원-한약방;한의원,,,956958,1958012,0,Y,N,2012-04-12 9:34
MP1111K00250282,윌휘트니스클럽,27866044,1,서울특별시,영등포구,여의도동,03월 30일,1156011000,11560540,522301000,레저/스포츠;레저/스포츠기타;레저/스포츠기타,,,949774,1947330,0,Y,N,2012-04-12 9:34
MP1111K00250283,카스콤,27477663,1,서울특별시,종로구,인의동,112-2,1111015700,11110615,921201280,도매/소매/서비스;서비스업;인쇄업,,,955582,1952667,0,Y,N,2012-04-12 9:34
MP1111K00250284,두우산업,222324500,1,서울특별시,중구,신당동,333-18,1114016200,11140640,921201380,도매/소매/서비스;서비스업;조경및관련서비스업,,,957152,1950936,0,Y,N,2012-04-12 9:34
MP1111K00250285,포티스파트너즈,220511015,1,서울특별시,강남구,삼성동,159-1,1168010500,11680580,921209060,도매/소매/서비스;서비스업;사업관련서비스업-기타,,,961219,1945770,0,Y,N,2012-04-12 9:34
MP1111K00250286,한국산업간호협회,220552621,1,서울특별시,서초구,서초동,1338-21,1165010800,11650520,369001000,기타 공공기관;행정기관;기타기관,,,958491,1943587,0,Y,N,2012-04-12 9:34
